id	hgnc_symbol	chromosome_name	start_position	end_position	strand	ensembl_gene_id	transcript_count	gene_biotype
NUMT_01.011	MT-TK	MT	8295	8364	1	ENSG00000210156	1	Mt_tRNA
NUMT_01.011	MT-TK	MT	8295	8364	1	ENSG00000210156	1	Mt_tRNA
NUMT_01.011	MT-ATP8	MT	8366	8572	1	ENSG00000228253	1	protein_coding
NUMT_01.011	MT-ATP8	MT	8366	8572	1	ENSG00000228253	1	protein_coding
NUMT_01.012	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_01.012	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_01.013	MT-ND2	MT	4470	5511	1	ENSG00000198763	1	protein_coding
NUMT_01.013	MT-ND2	MT	4470	5511	1	ENSG00000198763	1	protein_coding
NUMT_01.014	MT-ND5	MT	12337	14148	1	ENSG00000198786	1	protein_coding
NUMT_01.014	MT-ND5	MT	12337	14148	1	ENSG00000198786	1	protein_coding
NUMT_01.015	MT-ND4	MT	10760	12137	1	ENSG00000198886	1	protein_coding
NUMT_01.015	MT-ND4	MT	10760	12137	1	ENSG00000198886	1	protein_coding
NUMT_01.015	MT-TH	MT	12138	12206	1	ENSG00000210176	1	Mt_tRNA
NUMT_01.015	MT-TH	MT	12138	12206	1	ENSG00000210176	1	Mt_tRNA
NUMT_01.015	MT-TS2	MT	12207	12265	1	ENSG00000210184	1	Mt_tRNA
NUMT_01.015	MT-TS2	MT	12207	12265	1	ENSG00000210184	1	Mt_tRNA
NUMT_01.015	MT-TL2	MT	12266	12336	1	ENSG00000210191	1	Mt_tRNA
NUMT_01.015	MT-TL2	MT	12266	12336	1	ENSG00000210191	1	Mt_tRNA
NUMT_01.015	MT-ND5	MT	12337	14148	1	ENSG00000198786	1	protein_coding
NUMT_01.015	MT-ND5	MT	12337	14148	1	ENSG00000198786	1	protein_coding
NUMT_01.016	MT-ND3	MT	10059	10404	1	ENSG00000198840	1	protein_coding
NUMT_01.016	MT-ND3	MT	10059	10404	1	ENSG00000198840	1	protein_coding
NUMT_01.016	MT-TR	MT	10405	10469	1	ENSG00000210174	1	Mt_tRNA
NUMT_01.016	MT-TR	MT	10405	10469	1	ENSG00000210174	1	Mt_tRNA
NUMT_01.016	MT-ND4L	MT	10470	10766	1	ENSG00000212907	1	protein_coding
NUMT_01.016	MT-ND4L	MT	10470	10766	1	ENSG00000212907	1	protein_coding
NUMT_01.016	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_01.016	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_01.016	MT-TG	MT	9991	10058	1	ENSG00000210164	1	Mt_tRNA
NUMT_01.016	MT-TG	MT	9991	10058	1	ENSG00000210164	1	Mt_tRNA
NUMT_01.017	MT-ATP8	MT	8366	8572	1	ENSG00000228253	1	protein_coding
NUMT_01.017	MT-ATP8	MT	8366	8572	1	ENSG00000228253	1	protein_coding
NUMT_01.017	MT-ATP6	MT	8527	9207	1	ENSG00000198899	1	protein_coding
NUMT_01.017	MT-ATP6	MT	8527	9207	1	ENSG00000198899	1	protein_coding
NUMT_01.017	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_01.017	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_01.018	MT-CO2	MT	7586	8269	1	ENSG00000198712	1	protein_coding
NUMT_01.018	MT-CO2	MT	7586	8269	1	ENSG00000198712	1	protein_coding
NUMT_01.019	MT-CO1	MT	5904	7445	1	ENSG00000198804	1	protein_coding
NUMT_01.019	MT-CO1	MT	5904	7445	1	ENSG00000198804	1	protein_coding
NUMT_01.019	MT-TS1	MT	7446	7514	-1	ENSG00000210151	1	Mt_tRNA
NUMT_01.019	MT-TS1	MT	7446	7514	-1	ENSG00000210151	1	Mt_tRNA
NUMT_01.019	MT-TD	MT	7518	7585	1	ENSG00000210154	1	Mt_tRNA
NUMT_01.019	MT-TD	MT	7518	7585	1	ENSG00000210154	1	Mt_tRNA
NUMT_01.019	MT-CO2	MT	7586	8269	1	ENSG00000198712	1	protein_coding
NUMT_01.019	MT-CO2	MT	7586	8269	1	ENSG00000198712	1	protein_coding
NUMT_01.020	MT-TW	MT	5512	5579	1	ENSG00000210117	1	Mt_tRNA
NUMT_01.020	MT-TW	MT	5512	5579	1	ENSG00000210117	1	Mt_tRNA
NUMT_01.020	MT-TA	MT	5587	5655	-1	ENSG00000210127	1	Mt_tRNA
NUMT_01.020	MT-TA	MT	5587	5655	-1	ENSG00000210127	1	Mt_tRNA
NUMT_01.020	MT-TN	MT	5657	5729	-1	ENSG00000210135	1	Mt_tRNA
NUMT_01.020	MT-TN	MT	5657	5729	-1	ENSG00000210135	1	Mt_tRNA
NUMT_01.020	MT-TC	MT	5761	5826	-1	ENSG00000210140	1	Mt_tRNA
NUMT_01.020	MT-TC	MT	5761	5826	-1	ENSG00000210140	1	Mt_tRNA
NUMT_01.020	MT-TY	MT	5826	5891	-1	ENSG00000210144	1	Mt_tRNA
NUMT_01.020	MT-TY	MT	5826	5891	-1	ENSG00000210144	1	Mt_tRNA
NUMT_01.020	MT-CO1	MT	5904	7445	1	ENSG00000198804	1	protein_coding
NUMT_01.020	MT-CO1	MT	5904	7445	1	ENSG00000198804	1	protein_coding
NUMT_01.021	MT-RNR2	MT	1671	3229	1	ENSG00000210082	1	Mt_rRNA
NUMT_01.021	MT-RNR2	MT	1671	3229	1	ENSG00000210082	1	Mt_rRNA
NUMT_01.022	MT-ND5	MT	12337	14148	1	ENSG00000198786	1	protein_coding
NUMT_01.022	MT-ND5	MT	12337	14148	1	ENSG00000198786	1	protein_coding
NUMT_01.023	MT-TY	MT	5826	5891	-1	ENSG00000210144	1	Mt_tRNA
NUMT_01.023	MT-TY	MT	5826	5891	-1	ENSG00000210144	1	Mt_tRNA
NUMT_01.023	MT-CO1	MT	5904	7445	1	ENSG00000198804	1	protein_coding
NUMT_01.023	MT-CO1	MT	5904	7445	1	ENSG00000198804	1	protein_coding
NUMT_01.023	MT-TS1	MT	7446	7514	-1	ENSG00000210151	1	Mt_tRNA
NUMT_01.023	MT-TS1	MT	7446	7514	-1	ENSG00000210151	1	Mt_tRNA
NUMT_01.023	MT-TD	MT	7518	7585	1	ENSG00000210154	1	Mt_tRNA
NUMT_01.023	MT-TD	MT	7518	7585	1	ENSG00000210154	1	Mt_tRNA
NUMT_01.023	MT-CO2	MT	7586	8269	1	ENSG00000198712	1	protein_coding
NUMT_01.023	MT-CO2	MT	7586	8269	1	ENSG00000198712	1	protein_coding
NUMT_01.023	MT-TK	MT	8295	8364	1	ENSG00000210156	1	Mt_tRNA
NUMT_01.023	MT-TK	MT	8295	8364	1	ENSG00000210156	1	Mt_tRNA
NUMT_01.023	MT-ATP8	MT	8366	8572	1	ENSG00000228253	1	protein_coding
NUMT_01.023	MT-ATP8	MT	8366	8572	1	ENSG00000228253	1	protein_coding
NUMT_01.023	MT-ATP6	MT	8527	9207	1	ENSG00000198899	1	protein_coding
NUMT_01.023	MT-ATP6	MT	8527	9207	1	ENSG00000198899	1	protein_coding
NUMT_01.023	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_01.023	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_01.024	MT-ND5	MT	12337	14148	1	ENSG00000198786	1	protein_coding
NUMT_01.024	MT-ND5	MT	12337	14148	1	ENSG00000198786	1	protein_coding
NUMT_01.025	MT-ND3	MT	10059	10404	1	ENSG00000198840	1	protein_coding
NUMT_01.025	MT-ND3	MT	10059	10404	1	ENSG00000198840	1	protein_coding
NUMT_01.025	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_01.025	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_01.025	MT-TG	MT	9991	10058	1	ENSG00000210164	1	Mt_tRNA
NUMT_01.025	MT-TG	MT	9991	10058	1	ENSG00000210164	1	Mt_tRNA
NUMT_01.026	MT-TA	MT	5587	5655	-1	ENSG00000210127	1	Mt_tRNA
NUMT_01.026	MT-TA	MT	5587	5655	-1	ENSG00000210127	1	Mt_tRNA
NUMT_01.026	MT-TN	MT	5657	5729	-1	ENSG00000210135	1	Mt_tRNA
NUMT_01.026	MT-TN	MT	5657	5729	-1	ENSG00000210135	1	Mt_tRNA
NUMT_01.026	MT-TC	MT	5761	5826	-1	ENSG00000210140	1	Mt_tRNA
NUMT_01.026	MT-TC	MT	5761	5826	-1	ENSG00000210140	1	Mt_tRNA
NUMT_01.026	MT-TY	MT	5826	5891	-1	ENSG00000210144	1	Mt_tRNA
NUMT_01.026	MT-TY	MT	5826	5891	-1	ENSG00000210144	1	Mt_tRNA
NUMT_01.026	MT-CO1	MT	5904	7445	1	ENSG00000198804	1	protein_coding
NUMT_01.026	MT-CO1	MT	5904	7445	1	ENSG00000198804	1	protein_coding
NUMT_01.027	MT-RNR1	MT	648	1601	1	ENSG00000211459	1	Mt_rRNA
NUMT_01.027	MT-RNR1	MT	648	1601	1	ENSG00000211459	1	Mt_rRNA
NUMT_01.028	MT-RNR1	MT	648	1601	1	ENSG00000211459	1	Mt_rRNA
NUMT_01.028	MT-RNR1	MT	648	1601	1	ENSG00000211459	1	Mt_rRNA
NUMT_01.029	MT-TA	MT	5587	5655	-1	ENSG00000210127	1	Mt_tRNA
NUMT_01.029	MT-TA	MT	5587	5655	-1	ENSG00000210127	1	Mt_tRNA
NUMT_01.029	MT-TN	MT	5657	5729	-1	ENSG00000210135	1	Mt_tRNA
NUMT_01.029	MT-TN	MT	5657	5729	-1	ENSG00000210135	1	Mt_tRNA
NUMT_01.029	MT-TC	MT	5761	5826	-1	ENSG00000210140	1	Mt_tRNA
NUMT_01.029	MT-TC	MT	5761	5826	-1	ENSG00000210140	1	Mt_tRNA
NUMT_01.029	MT-TY	MT	5826	5891	-1	ENSG00000210144	1	Mt_tRNA
NUMT_01.029	MT-TY	MT	5826	5891	-1	ENSG00000210144	1	Mt_tRNA
NUMT_01.029	MT-CO1	MT	5904	7445	1	ENSG00000198804	1	protein_coding
NUMT_01.029	MT-CO1	MT	5904	7445	1	ENSG00000198804	1	protein_coding
NUMT_01.030	MT-ND3	MT	10059	10404	1	ENSG00000198840	1	protein_coding
NUMT_01.030	MT-ND3	MT	10059	10404	1	ENSG00000198840	1	protein_coding
NUMT_01.030	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_01.030	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_01.030	MT-TG	MT	9991	10058	1	ENSG00000210164	1	Mt_tRNA
NUMT_01.030	MT-TG	MT	9991	10058	1	ENSG00000210164	1	Mt_tRNA
NUMT_01.031	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_01.031	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_01.032	MT-TA	MT	5587	5655	-1	ENSG00000210127	1	Mt_tRNA
NUMT_01.032	MT-TA	MT	5587	5655	-1	ENSG00000210127	1	Mt_tRNA
NUMT_01.032	MT-TN	MT	5657	5729	-1	ENSG00000210135	1	Mt_tRNA
NUMT_01.032	MT-TN	MT	5657	5729	-1	ENSG00000210135	1	Mt_tRNA
NUMT_01.032	MT-TC	MT	5761	5826	-1	ENSG00000210140	1	Mt_tRNA
NUMT_01.032	MT-TC	MT	5761	5826	-1	ENSG00000210140	1	Mt_tRNA
NUMT_01.032	MT-TY	MT	5826	5891	-1	ENSG00000210144	1	Mt_tRNA
NUMT_01.032	MT-TY	MT	5826	5891	-1	ENSG00000210144	1	Mt_tRNA
NUMT_01.032	MT-CO1	MT	5904	7445	1	ENSG00000198804	1	protein_coding
NUMT_01.032	MT-CO1	MT	5904	7445	1	ENSG00000198804	1	protein_coding
NUMT_01.033	MT-RNR1	MT	648	1601	1	ENSG00000211459	1	Mt_rRNA
NUMT_01.033	MT-RNR1	MT	648	1601	1	ENSG00000211459	1	Mt_rRNA
NUMT_01.034	MT-CO1	MT	5904	7445	1	ENSG00000198804	1	protein_coding
NUMT_01.034	MT-CO1	MT	5904	7445	1	ENSG00000198804	1	protein_coding
NUMT_01.035	MT-ATP8	MT	8366	8572	1	ENSG00000228253	1	protein_coding
NUMT_01.035	MT-ATP8	MT	8366	8572	1	ENSG00000228253	1	protein_coding
NUMT_01.035	MT-ATP6	MT	8527	9207	1	ENSG00000198899	1	protein_coding
NUMT_01.035	MT-ATP6	MT	8527	9207	1	ENSG00000198899	1	protein_coding
NUMT_01.036	MT-TA	MT	5587	5655	-1	ENSG00000210127	1	Mt_tRNA
NUMT_01.036	MT-TA	MT	5587	5655	-1	ENSG00000210127	1	Mt_tRNA
NUMT_01.037	MT-TH	MT	12138	12206	1	ENSG00000210176	1	Mt_tRNA
NUMT_01.037	MT-TH	MT	12138	12206	1	ENSG00000210176	1	Mt_tRNA
NUMT_01.037	MT-TS2	MT	12207	12265	1	ENSG00000210184	1	Mt_tRNA
NUMT_01.037	MT-TS2	MT	12207	12265	1	ENSG00000210184	1	Mt_tRNA
NUMT_01.037	MT-TL2	MT	12266	12336	1	ENSG00000210191	1	Mt_tRNA
NUMT_01.037	MT-TL2	MT	12266	12336	1	ENSG00000210191	1	Mt_tRNA
NUMT_01.037	MT-ND5	MT	12337	14148	1	ENSG00000198786	1	protein_coding
NUMT_01.037	MT-ND5	MT	12337	14148	1	ENSG00000198786	1	protein_coding
NUMT_01.038	MT-TF	MT	577	647	1	ENSG00000210049	1	Mt_tRNA
NUMT_01.038	MT-TF	MT	577	647	1	ENSG00000210049	1	Mt_tRNA
NUMT_01.038	MT-RNR1	MT	648	1601	1	ENSG00000211459	1	Mt_rRNA
NUMT_01.038	MT-RNR1	MT	648	1601	1	ENSG00000211459	1	Mt_rRNA
NUMT_01.039	MT-RNR1	MT	648	1601	1	ENSG00000211459	1	Mt_rRNA
NUMT_01.039	MT-RNR1	MT	648	1601	1	ENSG00000211459	1	Mt_rRNA
NUMT_01.040	MT-ND4	MT	10760	12137	1	ENSG00000198886	1	protein_coding
NUMT_01.040	MT-ND4	MT	10760	12137	1	ENSG00000198886	1	protein_coding
NUMT_01.041	MT-RNR2	MT	1671	3229	1	ENSG00000210082	1	Mt_rRNA
NUMT_01.041	MT-RNR2	MT	1671	3229	1	ENSG00000210082	1	Mt_rRNA
NUMT_01.042	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_01.042	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_01.043	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_01.043	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_01.044	MT-ND6	MT	14149	14673	-1	ENSG00000198695	1	protein_coding
NUMT_01.044	MT-ND6	MT	14149	14673	-1	ENSG00000198695	1	protein_coding
NUMT_01.045	MT-CYB	MT	14747	15887	1	ENSG00000198727	1	protein_coding
NUMT_01.045	MT-CYB	MT	14747	15887	1	ENSG00000198727	1	protein_coding
NUMT_01.046	MT-ND3	MT	10059	10404	1	ENSG00000198840	1	protein_coding
NUMT_01.046	MT-ND3	MT	10059	10404	1	ENSG00000198840	1	protein_coding
NUMT_01.046	MT-TR	MT	10405	10469	1	ENSG00000210174	1	Mt_tRNA
NUMT_01.046	MT-TR	MT	10405	10469	1	ENSG00000210174	1	Mt_tRNA
NUMT_01.046	MT-ND4L	MT	10470	10766	1	ENSG00000212907	1	protein_coding
NUMT_01.046	MT-ND4L	MT	10470	10766	1	ENSG00000212907	1	protein_coding
NUMT_01.046	MT-ND4	MT	10760	12137	1	ENSG00000198886	1	protein_coding
NUMT_01.046	MT-ND4	MT	10760	12137	1	ENSG00000198886	1	protein_coding
NUMT_01.046	MT-TH	MT	12138	12206	1	ENSG00000210176	1	Mt_tRNA
NUMT_01.046	MT-TH	MT	12138	12206	1	ENSG00000210176	1	Mt_tRNA
NUMT_01.046	MT-TS2	MT	12207	12265	1	ENSG00000210184	1	Mt_tRNA
NUMT_01.046	MT-TS2	MT	12207	12265	1	ENSG00000210184	1	Mt_tRNA
NUMT_01.046	MT-TL2	MT	12266	12336	1	ENSG00000210191	1	Mt_tRNA
NUMT_01.046	MT-TL2	MT	12266	12336	1	ENSG00000210191	1	Mt_tRNA
NUMT_01.046	MT-ND5	MT	12337	14148	1	ENSG00000198786	1	protein_coding
NUMT_01.046	MT-ND5	MT	12337	14148	1	ENSG00000198786	1	protein_coding
NUMT_01.046	MT-ND6	MT	14149	14673	-1	ENSG00000198695	1	protein_coding
NUMT_01.046	MT-ND6	MT	14149	14673	-1	ENSG00000198695	1	protein_coding
NUMT_01.046	MT-TE	MT	14674	14742	-1	ENSG00000210194	1	Mt_tRNA
NUMT_01.046	MT-TE	MT	14674	14742	-1	ENSG00000210194	1	Mt_tRNA
NUMT_01.046	MT-CYB	MT	14747	15887	1	ENSG00000198727	1	protein_coding
NUMT_01.046	MT-CYB	MT	14747	15887	1	ENSG00000198727	1	protein_coding
NUMT_01.046	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_01.046	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_01.046	MT-TG	MT	9991	10058	1	ENSG00000210164	1	Mt_tRNA
NUMT_01.046	MT-TG	MT	9991	10058	1	ENSG00000210164	1	Mt_tRNA
NUMT_01.047	MT-TV	MT	1602	1670	1	ENSG00000210077	1	Mt_tRNA
NUMT_01.047	MT-TV	MT	1602	1670	1	ENSG00000210077	1	Mt_tRNA
NUMT_01.047	MT-RNR2	MT	1671	3229	1	ENSG00000210082	1	Mt_rRNA
NUMT_01.047	MT-RNR2	MT	1671	3229	1	ENSG00000210082	1	Mt_rRNA
NUMT_01.047	MT-TL1	MT	3230	3304	1	ENSG00000209082	1	Mt_tRNA
NUMT_01.047	MT-TL1	MT	3230	3304	1	ENSG00000209082	1	Mt_tRNA
NUMT_01.047	MT-ND1	MT	3307	4262	1	ENSG00000198888	1	protein_coding
NUMT_01.047	MT-ND1	MT	3307	4262	1	ENSG00000198888	1	protein_coding
NUMT_01.047	MT-TI	MT	4263	4331	1	ENSG00000210100	1	Mt_tRNA
NUMT_01.047	MT-TI	MT	4263	4331	1	ENSG00000210100	1	Mt_tRNA
NUMT_01.047	MT-TQ	MT	4329	4400	-1	ENSG00000210107	1	Mt_tRNA
NUMT_01.047	MT-TQ	MT	4329	4400	-1	ENSG00000210107	1	Mt_tRNA
NUMT_01.047	MT-TM	MT	4402	4469	1	ENSG00000210112	1	Mt_tRNA
NUMT_01.047	MT-TM	MT	4402	4469	1	ENSG00000210112	1	Mt_tRNA
NUMT_01.047	MT-ND2	MT	4470	5511	1	ENSG00000198763	1	protein_coding
NUMT_01.047	MT-ND2	MT	4470	5511	1	ENSG00000198763	1	protein_coding
NUMT_01.047	MT-TW	MT	5512	5579	1	ENSG00000210117	1	Mt_tRNA
NUMT_01.047	MT-TW	MT	5512	5579	1	ENSG00000210117	1	Mt_tRNA
NUMT_01.047	MT-TA	MT	5587	5655	-1	ENSG00000210127	1	Mt_tRNA
NUMT_01.047	MT-TA	MT	5587	5655	-1	ENSG00000210127	1	Mt_tRNA
NUMT_01.047	MT-TN	MT	5657	5729	-1	ENSG00000210135	1	Mt_tRNA
NUMT_01.047	MT-TN	MT	5657	5729	-1	ENSG00000210135	1	Mt_tRNA
NUMT_01.047	MT-TC	MT	5761	5826	-1	ENSG00000210140	1	Mt_tRNA
NUMT_01.047	MT-TC	MT	5761	5826	-1	ENSG00000210140	1	Mt_tRNA
NUMT_01.047	MT-TF	MT	577	647	1	ENSG00000210049	1	Mt_tRNA
NUMT_01.047	MT-TF	MT	577	647	1	ENSG00000210049	1	Mt_tRNA
NUMT_01.047	MT-TY	MT	5826	5891	-1	ENSG00000210144	1	Mt_tRNA
NUMT_01.047	MT-TY	MT	5826	5891	-1	ENSG00000210144	1	Mt_tRNA
NUMT_01.047	MT-CO1	MT	5904	7445	1	ENSG00000198804	1	protein_coding
NUMT_01.047	MT-CO1	MT	5904	7445	1	ENSG00000198804	1	protein_coding
NUMT_01.047	MT-RNR1	MT	648	1601	1	ENSG00000211459	1	Mt_rRNA
NUMT_01.047	MT-RNR1	MT	648	1601	1	ENSG00000211459	1	Mt_rRNA
NUMT_01.048	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_01.048	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_01.049	MT-TH	MT	12138	12206	1	ENSG00000210176	1	Mt_tRNA
NUMT_01.049	MT-TH	MT	12138	12206	1	ENSG00000210176	1	Mt_tRNA
NUMT_01.049	MT-TS2	MT	12207	12265	1	ENSG00000210184	1	Mt_tRNA
NUMT_01.049	MT-TS2	MT	12207	12265	1	ENSG00000210184	1	Mt_tRNA
NUMT_01.049	MT-TL2	MT	12266	12336	1	ENSG00000210191	1	Mt_tRNA
NUMT_01.049	MT-TL2	MT	12266	12336	1	ENSG00000210191	1	Mt_tRNA
NUMT_01.049	MT-ND5	MT	12337	14148	1	ENSG00000198786	1	protein_coding
NUMT_01.049	MT-ND5	MT	12337	14148	1	ENSG00000198786	1	protein_coding
NUMT_01.049	MT-ND6	MT	14149	14673	-1	ENSG00000198695	1	protein_coding
NUMT_01.049	MT-ND6	MT	14149	14673	-1	ENSG00000198695	1	protein_coding
NUMT_01.049	MT-TE	MT	14674	14742	-1	ENSG00000210194	1	Mt_tRNA
NUMT_01.049	MT-TE	MT	14674	14742	-1	ENSG00000210194	1	Mt_tRNA
NUMT_01.049	MT-CYB	MT	14747	15887	1	ENSG00000198727	1	protein_coding
NUMT_01.049	MT-CYB	MT	14747	15887	1	ENSG00000198727	1	protein_coding
NUMT_01.049	MT-TT	MT	15888	15953	1	ENSG00000210195	1	Mt_tRNA
