id	chromosome_name	start_position	end_position	strand	hgnc_symbol	ensembl_gene_id_version	ensembl_gene_id	transcript_count
NUMT_02.085	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_02.086	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_02.087	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_02.088	2	229715242	230136001	-1	PID1	ENSG00000153823.14	ENSG00000153823	6
NUMT_02.089	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_02.090	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.091	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.092	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.093	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.094	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.095	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.096	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.097	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.098	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.099	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.100	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.101	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.102	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.103	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.104	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.105	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.106	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_03.001	3	12045876	12232900	1	SYN2	ENSG00000157152.12	ENSG00000157152	6
NUMT_03.001	3	12206799	12207142	-1	NA	ENSG00000233026.1	ENSG00000233026	1
NUMT_03.002	3	12045876	12232900	1	SYN2	ENSG00000157152.12	ENSG00000157152	6
NUMT_03.003	3	25215823	25639423	1	RARB	ENSG00000077092.14	ENSG00000077092	9
NUMT_03.004	3	28356494	28390618	-1	AZI2	ENSG00000163512.9	ENSG00000163512	14
NUMT_03.005	3	29322473	30051886	1	RBMS3	ENSG00000144642.16	ENSG00000144642	14
NUMT_03.006	3	39850405	40301812	1	MYRIP	ENSG00000170011.9	ENSG00000170011	10
NUMT_03.007	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.008	3	63805038	63834312	1	C3orf49	ENSG00000163632.8	ENSG00000163632	2
NUMT_03.008	3	63819546	63849579	-1	THOC7	ENSG00000163634.7	ENSG00000163634	7
NUMT_03.009	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.010	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.011	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.012	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.013	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.014	3	96338148	96338675	1	RPL18AP8	ENSG00000218754.4	ENSG00000218754	1
NUMT_03.015	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.016	3	98514785	98620533	-1	DCBLD2	ENSG00000057019.11	ENSG00000057019	10
NUMT_03.017	3	106555658	106959488	-1	LINC00882	ENSG00000242759.2	ENSG00000242759	7
NUMT_03.017	3	106614576	106615255	-1	NA	ENSG00000239632.1	ENSG00000239632	1
NUMT_03.017	3	106615330	106615668	-1	MTND3P6	ENSG00000242214.1	ENSG00000242214	1
NUMT_03.017	3	106615738	106616518	-1	NA	ENSG00000242836.1	ENSG00000242836	1
NUMT_03.018	3	106555658	106959488	-1	LINC00882	ENSG00000242759.2	ENSG00000242759	7
NUMT_03.018	3	106617736	106619438	1	MTND5P16	ENSG00000243658.1	ENSG00000243658	1
NUMT_03.019	3	106555658	106959488	-1	LINC00882	ENSG00000242759.2	ENSG00000242759	7
NUMT_03.019	3	106617736	106619438	1	MTND5P16	ENSG00000243658.1	ENSG00000243658	1
NUMT_03.020	3	106555658	106959488	-1	LINC00882	ENSG00000242759.2	ENSG00000242759	7
NUMT_03.020	3	106619701	106619928	-1	NA	ENSG00000250630.1	ENSG00000250630	1
NUMT_03.020	3	106619915	106620812	1	MTND1P16	ENSG00000239586.1	ENSG00000239586	1
NUMT_03.021	3	106555658	106959488	-1	LINC00882	ENSG00000242759.2	ENSG00000242759	7
NUMT_03.021	3	106619915	106620812	1	MTND1P16	ENSG00000239586.1	ENSG00000239586	1
NUMT_03.022	3	106555658	106959488	-1	LINC00882	ENSG00000242759.2	ENSG00000242759	7
NUMT_03.023	3	106555658	106959488	-1	LINC00882	ENSG00000242759.2	ENSG00000242759	7
NUMT_03.024	3	120405528	120461840	-1	RABL3	ENSG00000144840.4	ENSG00000144840	8
NUMT_03.025	3	122399465	122449687	1	PARP14	ENSG00000173193.9	ENSG00000173193	6
NUMT_03.026	3	126707437	126756235	1	PLXNA1	ENSG00000114554.7	ENSG00000114554	5
NUMT_03.027	3	128628709	128721533	-1	KIAA1257	ENSG00000114656.6	ENSG00000114656	5
NUMT_03.028	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.029	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.030	3	153102723	153697975	-1	NA	ENSG00000238755.3	ENSG00000238755	3
NUMT_03.031	3	160473390	160796695	1	PPM1L	ENSG00000163590.9	ENSG00000163590	5
NUMT_03.032	3	165877809	165878158	-1	MTND4P17	ENSG00000242178.1	ENSG00000242178	1
NUMT_03.032	3	165878202	165878492	-1	NA	ENSG00000240084.1	ENSG00000240084	1
NUMT_03.032	3	165878565	165878907	-1	MTND3P7	ENSG00000240824.1	ENSG00000240824	1
NUMT_03.033	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.034	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.035	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.036	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.037	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.038	3	169629360	169656963	1	SAMD7	ENSG00000187033.5	ENSG00000187033	3
NUMT_03.039	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.040	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.041	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.042	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.043	3	185764097	185828107	-1	ETV5	ENSG00000244405.3	ENSG00000244405	15
NUMT_03.044	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.001	4	5053169	5502725	1	STK32B	ENSG00000152953.8	ENSG00000152953	8
NUMT_04.002	4	12640710	12642633	1	NA	ENSG00000249995.1	ENSG00000249995	1
NUMT_04.003	4	14472089	14889793	-1	LINC00504	ENSG00000248360.3	ENSG00000248360	4
NUMT_04.004	4	16974898	17075526	-1	NA	ENSG00000249998.1	ENSG00000249998	1
NUMT_04.005	4	25719704	25721367	-1	MTND4P9	ENSG00000250050.1	ENSG00000250050	1
NUMT_04.005	4	25721377	25721652	-1	NA	ENSG00000248133.1	ENSG00000248133	1
NUMT_04.006	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.007	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.008	4	30722037	31148422	1	PCDH7	ENSG00000169851.11	ENSG00000169851	6
NUMT_04.009	4	40812044	41218731	-1	APBB2	ENSG00000163697.12	ENSG00000163697	30
NUMT_04.010	4	46037786	46126098	-1	GABRG1	ENSG00000163285.7	ENSG00000163285	1
NUMT_04.011	4	47596015	47840123	-1	CORIN	ENSG00000145244.7	ENSG00000145244	10
NUMT_04.012	4	49248618	49248932	1	NA	ENSG00000248946.2	ENSG00000248946	1
NUMT_04.013	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.014	4	49552049	49559417	1	NA	ENSG00000232471.3	ENSG00000232471	1
NUMT_04.015	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.016	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.017	4	65473421	65474549	-1	NA	ENSG00000251385.2	ENSG00000251385	1
NUMT_04.018	4	65476334	65476627	-1	NA	ENSG00000248259.1	ENSG00000248259	1
NUMT_04.018	4	65476698	65477026	-1	NA	ENSG00000249045.1	ENSG00000249045	1
NUMT_04.018	4	65477092	65477606	-1	NA	ENSG00000248328.1	ENSG00000248328	1
NUMT_04.019	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.020	4	66864564	67015730	1	NA	ENSG00000249413.2	ENSG00000249413	1
NUMT_04.021	4	68566998	68946670	1	UBA6-AS1	ENSG00000248049.2	ENSG00000248049	7
NUMT_04.022	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.023	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.024	4	78978724	79465423	1	FRAS1	ENSG00000138759.13	ENSG00000138759	9
NUMT_04.024	4	79109490	79109577	1	NA	ENSG00000221183.1	ENSG00000221183	1
NUMT_04.025	4	82347547	82965397	-1	RASGEF1B	ENSG00000138670.12	ENSG00000138670	8
NUMT_04.025	4	82523951	82965397	-1	NA	ENSG00000251331.2	ENSG00000251331	4
NUMT_04.025	4	82654539	82655361	-1	NA	ENSG00000248282.1	ENSG00000248282	1
NUMT_04.026	4	88489187	88655108	-1	NA	ENSG00000249001.1	ENSG00000249001	4
NUMT_04.027	4	90645250	90759466	-1	SNCA	ENSG00000145335.11	ENSG00000145335	11
NUMT_04.028	4	93225550	94695707	1	GRID2	ENSG00000152208.7	ENSG00000152208	7
NUMT_04.029	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.030	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.031	4	111286889	111486441	1	ENPEP	ENSG00000138792.5	ENSG00000138792	5
NUMT_04.032	4	116843171	117218316	-1	NA	ENSG00000248173.1	ENSG00000248173	2
NUMT_04.033	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.034	4	128982423	129144086	1	LARP1B	ENSG00000138709.13	ENSG00000138709	14
NUMT_04.035	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.036	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.037	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.038	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.039	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.040	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.041	4	186125391	186291339	1	SNX25	ENSG00000109762.11	ENSG00000109762	6
NUMT_05.001	5	1363697	1380182	-1	NA	ENSG00000250584.2	ENSG00000250584	3
NUMT_05.001	5	1370658	1371060	-1	NA	ENSG00000248951.2	ENSG00000248951	1
NUMT_05.002	5	5396085	5396448	-1	NA	ENSG00000250808.1	ENSG00000250808	1
NUMT_05.002	5	5396590	5397081	-1	NA	ENSG00000251476.2	ENSG00000251476	1
NUMT_05.003	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.004	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.005	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.006	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.007	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.008	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.009	5	60047618	60140216	-1	ELOVL7	ENSG00000164181.9	ENSG00000164181	8
NUMT_05.010	5	72509774	72590761	1	NA	ENSG00000249743.1	ENSG00000249743	5
NUMT_05.011	5	72921983	73237818	1	ARHGEF28	ENSG00000214944.5	ENSG00000214944	15
NUMT_05.012	5	78668459	78810040	-1	HOMER1	ENSG00000152413.10	ENSG00000152413	5
NUMT_05.013	5	79922047	79950802	-1	DHFR	ENSG00000228716.2	ENSG00000228716	7
NUMT_05.014	5	79922047	79950802	-1	DHFR	ENSG00000228716.2	ENSG00000228716	7
NUMT_05.015	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.016	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.017	5	93488671	93954309	-1	KIAA0825	ENSG00000185261.9	ENSG00000185261	5
NUMT_05.018	5	93488671	93954309	-1	KIAA0825	ENSG00000185261.9	ENSG00000185261	5
NUMT_05.019	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.020	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.021	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.022	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.023	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.024	5	118373467	118584833	1	DMXL1	ENSG00000172869.10	ENSG00000172869	15
NUMT_05.024	5	118462477	118464139	-1	NA	ENSG00000248885.1	ENSG00000248885	1
NUMT_05.025	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.026	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.027	5	121647049	121799914	1	SNCAIP	ENSG00000064692.14	ENSG00000064692	25
NUMT_05.028	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.029	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.030	5	134240596	134343649	1	PCBD2	ENSG00000132570.10	ENSG00000132570	4
NUMT_05.031	5	136310987	136934068	-1	SPOCK1	ENSG00000152377.8	ENSG00000152377	10
NUMT_05.032	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.033	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.034	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.035	5	169780491	170163636	1	KCNIP1	ENSG00000182132.8	ENSG00000182132	8
NUMT_06.001	6	1624041	2245926	-1	GMDS	ENSG00000112699.6	ENSG00000112699	10
NUMT_06.002	6	5261277	5771813	1	FARS2	ENSG00000145982.7	ENSG00000145982	4
NUMT_06.003	6	24797601	25042238	-1	FAM65B	ENSG00000111913.11	ENSG00000111913	8
