id	chromosome_name	start_position	end_position	strand	hgnc_symbol	ensembl_gene_id_version	ensembl_gene_id	transcript_count
NUMT_01.029	1	143243809	143244859	-1	NA	ENSG00000231289.1	ENSG00000231289	1
NUMT_01.030	1	143245164	143245590	1	NA	ENSG00000229420.1	ENSG00000229420	1
NUMT_01.030	1	143245823	143246210	1	NA	ENSG00000234654.1	ENSG00000234654	1
NUMT_01.031	1	143342844	143343247	-1	NA	ENSG00000225010.1	ENSG00000225010	1
NUMT_01.032	1	143343559	143344609	1	NA	ENSG00000232571.1	ENSG00000232571	1
NUMT_01.033	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_01.034	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_01.035	1	169433147	169455241	-1	SLC19A2	ENSG00000117479.8	ENSG00000117479	2
NUMT_01.035	1	169443298	169443397	-1	NA	ENSG00000234604.2	ENSG00000234604	1
NUMT_01.036	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_01.037	1	181382238	181777219	1	CACNA1E	ENSG00000198216.6	ENSG00000198216	9
NUMT_01.038	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_01.039	1	191844625	191980390	1	NA	ENSG00000228215.2	ENSG00000228215	1
NUMT_01.040	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_01.041	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_01.042	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_01.043	1	220628496	220628654	-1	NA	ENSG00000234863.1	ENSG00000234863	1
NUMT_01.044	1	227085237	227175246	1	ADCK3	ENSG00000163050.12	ENSG00000163050	12
NUMT_01.044	1	227145770	227145968	-1	NA	ENSG00000228525.1	ENSG00000228525	1
NUMT_01.045	1	235683269	235683983	1	NA	ENSG00000238236.1	ENSG00000238236	1
NUMT_01.046	1	235700820	235701341	1	MTND6P14	ENSG00000235638.1	ENSG00000235638	1
NUMT_01.046	1	235701352	235703145	-1	MTND5P19	ENSG00000231199.2	ENSG00000231199	1
NUMT_01.046	1	235703353	235704715	-1	MTND4P10	ENSG00000226663.2	ENSG00000226663	1
NUMT_01.046	1	235704712	235705006	-1	NA	ENSG00000231582.2	ENSG00000231582	1
NUMT_01.046	1	235705059	235705397	-1	MTND3P8	ENSG00000232714.1	ENSG00000232714	1
NUMT_01.046	1	235705459	235705690	-1	NA	ENSG00000235761.2	ENSG00000235761	1
NUMT_01.047	1	238107024	238108575	-1	MTRNR2L11	ENSG00000270188.1	ENSG00000270188	1
NUMT_01.048	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_01.049	1	238111317	238112443	-1	NA	ENSG00000232154.2	ENSG00000232154	1
NUMT_01.049	1	238112514	238113034	1	MTND6P15	ENSG00000225723.1	ENSG00000225723	1
NUMT_01.049	1	238113036	238114836	-1	MTND5P18	ENSG00000227860.1	ENSG00000227860	1
NUMT_01.050	1	240652873	240775449	-1	GREM2	ENSG00000180875.4	ENSG00000180875	1
NUMT_01.050	1	240713167	240713678	-1	NA	ENSG00000226014.1	ENSG00000226014	1
NUMT_01.051	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_02.001	2	9886833	9886998	1	NA	ENSG00000240960.1	ENSG00000240960	1
NUMT_02.002	2	11319887	11488456	-1	ROCK2	ENSG00000134318.9	ENSG00000134318	8
NUMT_02.003	2	15307032	15701454	-1	NBAS	ENSG00000151779.8	ENSG00000151779	10
NUMT_02.004	2	22156208	22753977	-1	NA	ENSG00000231200.1	ENSG00000231200	1
NUMT_02.004	2	22539925	22540116	1	NA	ENSG00000234189.1	ENSG00000234189	1
NUMT_02.005	2	33931953	34522820	1	NA	ENSG00000203386.2	ENSG00000203386	2
NUMT_02.006	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_02.007	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_02.008	2	50145643	51259674	-1	NRXN1	ENSG00000179915.16	ENSG00000179915	17
NUMT_02.008	2	50815828	50816553	-1	NA	ENSG00000230327.1	ENSG00000230327	1
NUMT_02.009	2	56374765	56613306	1	NA	ENSG00000271894.1	ENSG00000271894	1
NUMT_02.009	2	56411258	56613308	1	CCDC85A	ENSG00000055813.5	ENSG00000055813	1
NUMT_02.010	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_02.011	2	63348518	64054977	-1	WDPCP	ENSG00000143951.11	ENSG00000143951	17
NUMT_02.012	2	68358370	68488362	-1	NA	ENSG00000273398.1	ENSG00000273398	1
NUMT_02.013	2	75273590	75426826	-1	TACR1	ENSG00000115353.6	ENSG00000115353	3
NUMT_02.014	2	81893601	81893852	-1	NA	ENSG00000233444.1	ENSG00000233444	1
NUMT_02.015	2	83042108	83042640	1	MTND4P25	ENSG00000226700.1	ENSG00000226700	1
NUMT_02.015	2	83042933	83044652	1	MTND5P27	ENSG00000225045.1	ENSG00000225045	1
NUMT_02.015	2	83044662	83045185	-1	MTND6P7	ENSG00000224695.1	ENSG00000224695	1
NUMT_02.015	2	83045255	83046388	1	NA	ENSG00000227789.1	ENSG00000227789	1
NUMT_02.016	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_02.017	2	85295932	85296154	-1	NA	ENSG00000235463.1	ENSG00000235463	1
NUMT_02.018	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_02.019	2	88055474	88285309	-1	RGPD2	ENSG00000185304.12	ENSG00000185304	4
NUMT_02.019	2	88124461	88124662	1	MTATP8P2	ENSG00000229604.2	ENSG00000229604	1
NUMT_02.020	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_02.021	2	95533231	95613086	-1	NA	ENSG00000259848.4	ENSG00000259848	4
NUMT_02.022	2	95533231	95613086	-1	NA	ENSG00000259848.4	ENSG00000259848	4
NUMT_02.022	2	95565311	95566406	-1	NA	ENSG00000237055.1	ENSG00000237055	1
NUMT_02.023	2	95533231	95613086	-1	NA	ENSG00000259848.4	ENSG00000259848	4
NUMT_02.023	2	95566735	95567347	1	NA	ENSG00000232128.1	ENSG00000232128	1
NUMT_02.024	2	97308474	97370624	1	FER1L5	ENSG00000249715.5	ENSG00000249715	6
NUMT_02.025	2	103089762	103150431	1	SLC9A4	ENSG00000180251.4	ENSG00000180251	2
NUMT_02.026	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_02.027	2	109510927	109605828	-1	EDAR	ENSG00000135960.5	ENSG00000135960	3
NUMT_02.028	2	115199876	116603328	1	DPP10	ENSG00000175497.12	ENSG00000175497	13
NUMT_02.029	2	117508734	117509224	1	NA	ENSG00000226341.1	ENSG00000226341	1
NUMT_02.030	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_02.031	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_02.032	2	117781494	117782443	1	MTND1P28	ENSG00000230158.1	ENSG00000230158	1
NUMT_02.032	2	117782653	117783694	1	MTND2P21	ENSG00000230950.1	ENSG00000230950	1
NUMT_02.032	2	117784113	117784600	1	NA	ENSG00000228898.1	ENSG00000228898	1
NUMT_02.033	2	120932461	120974120	-1	NA	ENSG00000224789.1	ENSG00000224789	1
NUMT_02.033	2	120968630	120969291	1	NA	ENSG00000236878.1	ENSG00000236878	1
NUMT_02.033	2	120969303	120970438	1	NA	ENSG00000227788.1	ENSG00000227788	1
NUMT_02.034	2	120932461	120974120	-1	NA	ENSG00000224789.1	ENSG00000224789	1
NUMT_02.034	2	120969303	120970438	1	NA	ENSG00000227788.1	ENSG00000227788	1
NUMT_02.034	2	120970511	120970851	1	MTND3P10	ENSG00000233286.1	ENSG00000233286	1
NUMT_02.034	2	120970920	120971207	1	NA	ENSG00000243104.1	ENSG00000243104	1
NUMT_02.034	2	120971207	120972565	1	MTND4P26	ENSG00000234065.2	ENSG00000234065	1
NUMT_02.034	2	120972757	120974855	1	MTND5P28	ENSG00000223549.1	ENSG00000223549	1
NUMT_02.035	2	120932461	120974120	-1	NA	ENSG00000224789.1	ENSG00000224789	1
NUMT_02.035	2	120972757	120974855	1	MTND5P28	ENSG00000223549.1	ENSG00000223549	1
NUMT_02.036	2	120972757	120974855	1	MTND5P28	ENSG00000223549.1	ENSG00000223549	1
NUMT_02.037	2	124782864	125672864	1	CNTNAP5	ENSG00000155052.14	ENSG00000155052	3
NUMT_02.037	2	125438299	125438493	-1	MTND5P22	ENSG00000238046.1	ENSG00000238046	1
NUMT_02.038	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_02.039	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_02.040	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_02.041	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_02.042	2	131028169	131029845	1	MTND1P29	ENSG00000237722.1	ENSG00000237722	1
NUMT_02.043	2	131028169	131029845	1	MTND1P29	ENSG00000237722.1	ENSG00000237722	1
NUMT_02.043	2	131030052	131031084	1	MTND2P22	ENSG00000231954.1	ENSG00000231954	1
NUMT_02.043	2	131031481	131033022	1	NA	ENSG00000236211.1	ENSG00000236211	1
NUMT_02.043	2	131033165	131033830	1	NA	ENSG00000230496.1	ENSG00000230496	1
NUMT_02.043	2	131034080	131034760	1	MTATP6P7	ENSG00000232990.2	ENSG00000232990	1
NUMT_02.043	2	131034757	131035530	1	NA	ENSG00000249997.1	ENSG00000249997	1
NUMT_02.043	2	131036330	131037683	1	MTND4P27	ENSG00000230548.1	ENSG00000230548	1
NUMT_02.043	2	131037872	131039678	1	MTND5P29	ENSG00000234934.1	ENSG00000234934	1
NUMT_02.043	2	131039658	131040179	-1	MTND6P8	ENSG00000248136.1	ENSG00000248136	1
NUMT_02.043	2	131040252	131040902	1	NA	ENSG00000233550.1	ENSG00000233550	1
NUMT_02.044	2	132126635	132127284	-1	NA	ENSG00000233285.1	ENSG00000233285	1
NUMT_02.044	2	132127358	132127874	1	MTND6P10	ENSG00000227275.1	ENSG00000227275	1
NUMT_02.044	2	132127994	132129648	-1	MTND5P23	ENSG00000235080.1	ENSG00000235080	1
NUMT_02.044	2	132129867	132131223	-1	MTND4P21	ENSG00000231777.1	ENSG00000231777	1
NUMT_02.045	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_02.046	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_02.047	2	132137726	132138486	-1	NA	ENSG00000227661.1	ENSG00000227661	1
NUMT_02.047	2	132138489	132139163	-1	MTATP6P4	ENSG00000236590.1	ENSG00000236590	1
NUMT_02.047	2	132139413	132140070	-1	NA	ENSG00000234480.1	ENSG00000234480	1
NUMT_02.047	2	132140216	132141634	-1	NA	ENSG00000237910.1	ENSG00000237910	1
NUMT_02.048	2	132140216	132141634	-1	NA	ENSG00000237910.1	ENSG00000237910	1
NUMT_02.048	2	132142034	132143063	-1	MTND2P18	ENSG00000234939.1	ENSG00000234939	1
NUMT_02.048	2	132143273	132143810	-1	MTND1P26	ENSG00000234576.1	ENSG00000234576	1
NUMT_02.049	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_02.050	2	133174147	133404132	1	GPR39	ENSG00000183840.5	ENSG00000183840	2
NUMT_02.051	2	135213330	135476570	-1	TMEM163	ENSG00000152128.13	ENSG00000152128	3
NUMT_02.052	2	140974566	140974808	-1	NA	ENSG00000227149.1	ENSG00000227149	1
NUMT_02.052	2	140975220	140977937	-1	MTND2P19	ENSG00000231567.1	ENSG00000231567	1
NUMT_02.053	2	140975220	140977937	-1	MTND2P19	ENSG00000231567.1	ENSG00000231567	1
NUMT_02.053	2	140978153	140979054	-1	MTND1P27	ENSG00000223921.1	ENSG00000223921	1
NUMT_02.054	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_02.055	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_02.056	2	143848931	144525921	1	ARHGAP15	ENSG00000075884.8	ENSG00000075884	14
NUMT_02.057	2	143848931	144525921	1	ARHGAP15	ENSG00000075884.8	ENSG00000075884	14
NUMT_02.058	2	143848931	144525921	1	ARHGAP15	ENSG00000075884.8	ENSG00000075884	14
NUMT_02.058	2	143850625	143851733	-1	NA	ENSG00000224288.2	ENSG00000224288	1
NUMT_02.058	2	143851802	143852284	1	MTND6P11	ENSG00000226839.1	ENSG00000226839	1
NUMT_02.058	2	143852358	143854124	-1	MTND5P24	ENSG00000224852.1	ENSG00000224852	1
NUMT_02.058	2	143854408	143855576	-1	MTND4P22	ENSG00000232772.1	ENSG00000232772	1
NUMT_02.058	2	143855692	143855986	-1	NA	ENSG00000236300.2	ENSG00000236300	1
NUMT_02.058	2	143856053	143856398	-1	MTND3P9	ENSG00000227557.1	ENSG00000227557	1
NUMT_02.058	2	143856467	143857502	-1	NA	ENSG00000225476.1	ENSG00000225476	1
NUMT_02.059	2	143848931	144525921	1	ARHGAP15	ENSG00000075884.8	ENSG00000075884	14
NUMT_02.059	2	143856467	143857502	-1	NA	ENSG00000225476.1	ENSG00000225476	1
NUMT_02.059	2	143858499	143858924	-1	NA	ENSG00000231766.1	ENSG00000231766	1
NUMT_02.060	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_02.061	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_02.062	2	149624039	149646351	-1	NA	ENSG00000231079.3	ENSG00000231079	4
NUMT_02.062	2	149632819	149883273	1	KIF5C	ENSG00000168280.12	ENSG00000168280	7
NUMT_02.063	2	156119970	156120236	-1	NA	ENSG00000232982.1	ENSG00000232982	1
NUMT_02.063	2	156120675	156121335	-1	MTND2P20	ENSG00000229701.1	ENSG00000229701	1
NUMT_02.064	2	156167535	156167921	1	MTND4P28	ENSG00000233709.1	ENSG00000233709	1
NUMT_02.064	2	156168209	156169939	1	MTND5P30	ENSG00000233039.1	ENSG00000233039	1
NUMT_02.064	2	156169952	156170470	-1	MTND6P9	ENSG00000233248.1	ENSG00000233248	1
NUMT_02.064	2	156170578	156170880	1	NA	ENSG00000229935.1	ENSG00000229935	1
NUMT_02.065	2	167260083	167350757	-1	SCN7A	ENSG00000136546.9	ENSG00000136546	5
NUMT_02.066	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_02.067	2	180306709	180726232	-1	ZNF385B	ENSG00000144331.14	ENSG00000144331	13
NUMT_02.068	2	197059094	197458416	-1	HECW2	ENSG00000138411.6	ENSG00000138411	6
NUMT_02.069	2	202047604	202094129	1	CASP10	ENSG00000003400.10	ENSG00000003400	13
NUMT_02.069	2	202077006	202077804	-1	MTND5P25	ENSG00000227348.1	ENSG00000227348	1
NUMT_02.069	2	202078021	202079383	-1	MTND4P23	ENSG00000225796.2	ENSG00000225796	1
NUMT_02.069	2	202079376	202079673	-1	NA	ENSG00000235318.3	ENSG00000235318	1
NUMT_02.070	2	202352148	202483901	-1	ALS2CR11	ENSG00000155754.10	ENSG00000155754	5
NUMT_02.070	2	202414354	202415030	1	NA	ENSG00000234842.1	ENSG00000234842	1
NUMT_02.070	2	202415247	202415772	1	NA	ENSG00000224299.1	ENSG00000224299	1
NUMT_02.071	2	202352148	202483901	-1	ALS2CR11	ENSG00000155754.10	ENSG00000155754	5
NUMT_02.071	2	202417582	202418335	1	NA	ENSG00000227736.1	ENSG00000227736	1
NUMT_02.071	2	202418411	202418754	1	NA	ENSG00000224590.1	ENSG00000224590	1
NUMT_02.071	2	202418819	202419113	1	NA	ENSG00000234731.2	ENSG00000234731	1
NUMT_02.071	2	202419107	202420774	1	MTND4P29	ENSG00000249177.1	ENSG00000249177	1
NUMT_02.072	2	202352148	202483901	-1	ALS2CR11	ENSG00000155754.10	ENSG00000155754	5
NUMT_02.072	2	202419107	202420774	1	MTND4P29	ENSG00000249177.1	ENSG00000249177	1
NUMT_02.073	2	202352148	202483901	-1	ALS2CR11	ENSG00000155754.10	ENSG00000155754	5
NUMT_02.073	2	202421615	202422988	1	MTND5P31	ENSG00000227841.1	ENSG00000227841	1
NUMT_02.074	2	203478937	203479427	1	NA	ENSG00000223619.1	ENSG00000223619	1
NUMT_02.074	2	203479576	203480252	1	NA	ENSG00000233888.2	ENSG00000233888	1
NUMT_02.074	2	203480492	203481163	1	NA	ENSG00000235433.1	ENSG00000235433	1
NUMT_02.074	2	203481423	203481935	1	NA	ENSG00000237542.1	ENSG00000237542	1
NUMT_02.074	2	203482007	203482350	1	NA	ENSG00000233134.1	ENSG00000233134	1
NUMT_02.074	2	203482418	203482710	1	NA	ENSG00000241221.2	ENSG00000241221	1
NUMT_02.074	2	203482706	203483604	1	MTND4P30	ENSG00000227454.2	ENSG00000227454	1
NUMT_02.075	2	203482706	203483604	1	MTND4P30	ENSG00000227454.2	ENSG00000227454	1
NUMT_02.076	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_02.077	2	203483908	203484619	-1	NA	ENSG00000233311.1	ENSG00000233311	1
NUMT_02.078	2	203483908	203484619	-1	NA	ENSG00000233311.1	ENSG00000233311	1
NUMT_02.079	2	212240446	213403565	-1	ERBB4	ENSG00000178568.9	ENSG00000178568	9
NUMT_02.080	2	212240446	213403565	-1	ERBB4	ENSG00000178568.9	ENSG00000178568	9
NUMT_02.081	2	212240446	213403565	-1	ERBB4	ENSG00000178568.9	ENSG00000178568	9
NUMT_02.081	2	212641931	212642581	1	MTND2P23	ENSG00000232631.1	ENSG00000232631	1
NUMT_02.081	2	212642998	212644488	1	NA	ENSG00000236007.1	ENSG00000236007	1
NUMT_02.082	2	216476286	216708445	-1	LINC00607	ENSG00000235770.1	ENSG00000235770	6
NUMT_02.083	2	217559187	217858802	1	NA	ENSG00000236886.2	ENSG00000236886	2
NUMT_02.084	2	218148742	218621316	-1	DIRC3	ENSG00000231672.2	ENSG00000231672	4
NUMT_02.085	2	220913543	220913993	-1	NA	ENSG00000225911.1	ENSG00000225911	1
NUMT_02.086	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_02.087	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_02.088	2	229715242	230136001	-1	PID1	ENSG00000153823.14	ENSG00000153823	6
NUMT_02.089	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_02.090	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.091	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.092	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.093	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.094	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.095	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.096	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.097	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.098	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.099	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.100	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.101	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.102	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.103	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.104	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.105	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_02.106	2	238394071	238463961	1	MLPH	ENSG00000115648.9	ENSG00000115648	24
NUMT_03.001	3	12045876	12232900	1	SYN2	ENSG00000157152.12	ENSG00000157152	6
NUMT_03.002	3	12045876	12232900	1	SYN2	ENSG00000157152.12	ENSG00000157152	6
NUMT_03.002	3	12206799	12207142	-1	NA	ENSG00000233026.1	ENSG00000233026	1
NUMT_03.003	3	25215823	25639423	1	RARB	ENSG00000077092.14	ENSG00000077092	9
NUMT_03.004	3	28356494	28390618	-1	AZI2	ENSG00000163512.9	ENSG00000163512	14
NUMT_03.005	3	29322473	30051886	1	RBMS3	ENSG00000144642.16	ENSG00000144642	14
NUMT_03.005	3	29839143	29839316	-1	NA	ENSG00000227795.1	ENSG00000227795	1
NUMT_03.006	3	39850405	40301812	1	MYRIP	ENSG00000170011.9	ENSG00000170011	10
NUMT_03.007	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.008	3	63805038	63834312	1	C3orf49	ENSG00000163632.8	ENSG00000163632	2
NUMT_03.008	3	63819546	63849579	-1	THOC7	ENSG00000163634.7	ENSG00000163634	7
NUMT_03.009	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.010	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.011	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.012	3	72632521	72632686	1	NA	ENSG00000239568.1	ENSG00000239568	1
NUMT_03.013	3	89637036	89637720	-1	NA	ENSG00000240951.1	ENSG00000240951	1
NUMT_03.013	3	89637864	89639247	-1	NA	ENSG00000240309.1	ENSG00000240309	1
NUMT_03.014	3	96335981	96337000	-1	MTRNR2L12	ENSG00000269028.2	ENSG00000269028	1
NUMT_03.015	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.016	3	98514785	98620533	-1	DCBLD2	ENSG00000057019.11	ENSG00000057019	10
NUMT_03.017	3	106555658	106959488	-1	LINC00882	ENSG00000242759.2	ENSG00000242759	7
NUMT_03.017	3	106613199	106614565	-1	MTND4P16	ENSG00000241787.1	ENSG00000241787	1
NUMT_03.017	3	106614576	106615255	-1	NA	ENSG00000239632.1	ENSG00000239632	1
NUMT_03.018	3	106555658	106959488	-1	LINC00882	ENSG00000242759.2	ENSG00000242759	7
NUMT_03.018	3	106614576	106615255	-1	NA	ENSG00000239632.1	ENSG00000239632	1
NUMT_03.018	3	106615330	106615668	-1	MTND3P6	ENSG00000242214.1	ENSG00000242214	1
NUMT_03.018	3	106615738	106616518	-1	NA	ENSG00000242836.1	ENSG00000242836	1
NUMT_03.018	3	106616518	106617115	-1	NA	ENSG00000249580.1	ENSG00000249580	1
NUMT_03.019	3	106555658	106959488	-1	LINC00882	ENSG00000242759.2	ENSG00000242759	7
NUMT_03.020	3	106555658	106959488	-1	LINC00882	ENSG00000242759.2	ENSG00000242759	7
NUMT_03.020	3	106617736	106619438	1	MTND5P16	ENSG00000243658.1	ENSG00000243658	1
NUMT_03.020	3	106619440	106619702	-1	MTND6P6	ENSG00000240034.1	ENSG00000240034	1
NUMT_03.021	3	106555658	106959488	-1	LINC00882	ENSG00000242759.2	ENSG00000242759	7
NUMT_03.021	3	106619701	106619928	-1	NA	ENSG00000250630.1	ENSG00000250630	1
NUMT_03.022	3	106555658	106959488	-1	LINC00882	ENSG00000242759.2	ENSG00000242759	7
NUMT_03.022	3	106619701	106619928	-1	NA	ENSG00000250630.1	ENSG00000250630	1
NUMT_03.022	3	106619915	106620812	1	MTND1P16	ENSG00000239586.1	ENSG00000239586	1
NUMT_03.022	3	106621020	106621370	1	MTND2P14	ENSG00000240796.1	ENSG00000240796	1
NUMT_03.023	3	106555658	106959488	-1	LINC00882	ENSG00000242759.2	ENSG00000242759	7
NUMT_03.023	3	106621020	106621370	1	MTND2P14	ENSG00000240796.1	ENSG00000240796	1
NUMT_03.024	3	120405528	120461840	-1	RABL3	ENSG00000144840.4	ENSG00000144840	8
NUMT_03.024	3	120440871	120441158	1	NA	ENSG00000240452.1	ENSG00000240452	1
NUMT_03.024	3	120441305	120441493	1	NA	ENSG00000243257.1	ENSG00000243257	1
NUMT_03.025	3	122399465	122449687	1	PARP14	ENSG00000173193.9	ENSG00000173193	6
NUMT_03.026	3	126707437	126756235	1	PLXNA1	ENSG00000114554.7	ENSG00000114554	5
NUMT_03.027	3	128628709	128721533	-1	KIAA1257	ENSG00000114656.6	ENSG00000114656	5
NUMT_03.028	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.029	NA	NA	NA	NA	NA	NA	NA	NA
